date,id,url,tweet_content,user,replyCount,retweet_count,language,source,like_count
2023-02-01 23:55:24+00:00,1620933867841654784,https://twitter.com/MdAmanu19127546/status/1620933867841654784,"@girishjohar @Amul_Coop @iamsrk @TheJohnAbraham @deepikapadukone @yrf Sar aapane Amul ke admin Shahrukh Khan Deepika ko liya hai bad mein bhakt boycot karenge Amul ka
 training chalayenge boycot Amul 😂🤣",MdAmanu19127546,0,0,hi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-01 23:55:14+00:00,1620933827899322368,https://twitter.com/AbdulKorimfc/status/1620933827899322368,What a Come Back #SRK𓃵,AbdulKorimfc,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 23:55:09+00:00,1620933807993163776,https://twitter.com/OmeshBanjare2/status/1620933807993163776,"#Pathaan has a great chance of becoming First Hindi film to collect ₹ 100 cr on its second weekend ( Fri to Sun) . ₹ 80-90 cr weekend is a given.. 

Film extended Week collection will be ₹ 362-365 cr nett.. #Pathaan will corss ₹ 430-450 cr on its second weekend itself. #SRK",OmeshBanjare2,1,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2
2023-02-01 23:54:49+00:00,1620933720294424576,https://twitter.com/Solanki39984264/status/1620933720294424576,@Amv_India @bluesky_in_2 @shrinivasaraob @yrf Inko nhi pata re bhai ye bs wahi 2 Rs me offline ticket dhundhte hai Srk ke chamcho se,Solanki39984264,0,0,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 23:54:46+00:00,1620933709246627840,https://twitter.com/RaniMuk96230959/status/1620933709246627840,@HalfSmokedCigg @aliaa08 @iamsrk @iam_juhi https://t.co/U7oVZ0SeKt,RaniMuk96230959,0,0,qme,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 23:54:08+00:00,1620933548072136704,https://twitter.com/tonkotu_0727/status/1620933548072136704,@srk_yuuka46 おはよう😃,tonkotu_0727,1,0,ja,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 23:53:01+00:00,1620933270857990152,https://twitter.com/abhysharma1308/status/1620933270857990152,"@Shambhavi130 Tbh, if you aren't SRK diehard fan you aren't missing on anything",abhysharma1308,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-01 23:52:24+00:00,1620933115211567106,https://twitter.com/Thunderbolt230/status/1620933115211567106,This YouTube channel plays #Pathaan live .. just do something about @iamsrk @yrf @deepikapadukone . Know k is sy #PathaanMovie k business pr koi asar nhi pary ga but pir b illegal hai.. you guys worked so hard. Or ya log os pr pani peer dangy. #FAN https://t.co/sERqZ0rPmc,Thunderbolt230,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-01 23:52:00+00:00,1620933014174994432,https://twitter.com/aakashjain2294/status/1620933014174994432,@vi_nayak__ Srk,aakashjain2294,0,0,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 23:49:06+00:00,1620932282315079681,https://twitter.com/thameesudeen/status/1620932282315079681,SRK would never have imagined Gautam Adani as his competitor in entertaining the masses. #Pathan #AdaniGroup,thameesudeen,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 23:48:11+00:00,1620932054044254213,https://twitter.com/spongebob1768/status/1620932054044254213,"wow, even Nyt has an article on #SRK
https://t.co/yNlDxZjsX0",spongebob1768,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-02-01 23:47:03+00:00,1620931767082582016,https://twitter.com/MiamisOG/status/1620931767082582016,@iamsrk 🐐,MiamisOG,0,0,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 23:46:16+00:00,1620931569434107904,https://twitter.com/fatixj2/status/1620931569434107904,"SRKAJOL 🥺🖤
@iamsrk @itsKajolD 
@TeamKajol @TeamSRKWarriors 
#SRKajol #ShahRukhKhan𓀠 #Kajol https://t.co/62j26TTqUQ",fatixj2,0,3,sl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",16
2023-02-01 23:45:53+00:00,1620931474525679616,https://twitter.com/SunRayTA1/status/1620931474525679616,$SRK coiled up spring loaded... https://t.co/MnwRjdyvdT,SunRayTA1,1,2,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",4
2023-02-01 23:45:47+00:00,1620931448386588672,https://twitter.com/DreamLikeSSR/status/1620931448386588672,"@EvilGod2020 @plannerwrites @StiffHindu @GemsOfBollywood @iamsrk @deepikapadukone Well said. They are prepared to take the short term hit/loss because they see it as CPR for a struggling industry when in reality it is actually dead and buried! 

It won’t fool the public.. actually they r looking more stupid then ever. 

#BoycottBollywood",DreamLikeSSR,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
2023-02-01 23:44:55+00:00,1620931231280992256,https://twitter.com/UsNewsconstruct/status/1620931231280992256,Adani News LIVE: SEBI examines Adani share rout https://t.co/M2VISqn9ml #entertainment #srk #pathan #mcstan #nimritkaurahluwalia #adaniscam #stockmarket #isabe #india #usa #trendingnews,UsNewsconstruct,0,0,in,"<a href=""https://revive.social/"" rel=""nofollow"">Revive Social App</a>",0
2023-02-01 23:44:25+00:00,1620931105749897216,https://twitter.com/TAPASKU37284058/status/1620931105749897216,@iamAlfa_Srk_ Very good,TAPASKU37284058,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 23:43:39+00:00,1620930911809462273,https://twitter.com/AyushiMelwani/status/1620930911809462273,@epistoIary srk made u better,AyushiMelwani,1,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 23:43:01+00:00,1620930753881341952,https://twitter.com/asuyan_08101031/status/1620930753881341952,@srk_yuuka46 おはゆっかー🐴,asuyan_08101031,1,0,ja,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 23:42:39+00:00,1620930660163796992,https://twitter.com/sailort_8/status/1620930660163796992,You HONESTLY had me at SRK and Kajol man. Seeing these two on screen will always bring my heart a flutter,sailort_8,0,2,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2
2023-02-01 23:40:35+00:00,1620930139562610688,https://twitter.com/RuralMedia1/status/1620930139562610688,"@BorisJohnson This today was the third time a Bengali provoked me here. Why.
@iamsrk @gaurikhan Thank you for this Khans. It will do nothing- Egypt hospital fire killed 3 today. Problem happens when people who need the change start Forcing change on you.",RuralMedia1,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 23:38:41+00:00,1620929662577950721,https://twitter.com/ruka_375648/status/1620929662577950721,@SRK_1147 おはさちこ,ruka_375648,1,0,ja,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-01 23:37:44+00:00,1620929422894465025,https://twitter.com/shakiL7820/status/1620929422894465025,"#WeWantDon3
@iamsrk #Don3 
#SRK𓃵 https://t.co/xXmFrt0gno",shakiL7820,0,0,qme,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2
2023-02-01 23:37:09+00:00,1620929276601040896,https://twitter.com/versed_a/status/1620929276601040896,Im convinced that growing up on Kajol and SRK gave me 90% of my personality,versed_a,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 23:37:01+00:00,1620929243453747200,https://twitter.com/OmeshBanjare2/status/1620929243453747200,"Highest First 7 days nett Hindi version

1. #Pathaan - 318.50 cr
2. KGF 2 - 255.05 cr
3. Baahubali 2 - 247 cr 
4. Sultan - 208.82 cr @iamsrk",OmeshBanjare2,0,1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2
2023-02-01 23:36:59+00:00,1620929232158474241,https://twitter.com/protrick3/status/1620929232158474241,@shahrukhdevdas2 I feel sad for people who didn't like or give this movie much importance..This performance by SRK was world class stuff. Total immersion kinda performance,protrick3,1,1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",12
2023-02-01 23:36:35+00:00,1620929135198748672,https://twitter.com/OmeshBanjare2/status/1620929135198748672,"#Pathaan Overseas 

239 cr ($29.27M) ~ 7 days

God @iamsrk",OmeshBanjare2,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-01 23:35:36+00:00,1620928884068982784,https://twitter.com/sakura46_aki/status/1620928884068982784,@srk_yuuka46 おはゆっかー🐴,sakura46_aki,1,0,ja,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 23:35:17+00:00,1620928807430651906,https://twitter.com/editor_devansh/status/1620928807430651906,"@sidbelmay @jammypants4 Last year August mein Bollywood Hungama had reported ki SRK wasn’t satisfied with Akhtar’s script for D3. Tab utna diya tha ki he’s gone back to reworking it, and that was it. Uske baad news aayi ki he’s looking to direct Jee Le Zara first. 🤷🏻‍♂️",editor_devansh,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 23:35:06+00:00,1620928761599492096,https://twitter.com/michaelw6396/status/1620928761599492096,"@realConD_oriano @srk_kakar @LOGAN_BURNS_ @CoyJandreau so no Discussing Film, you’re wrong.",michaelw6396,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 23:35:02+00:00,1620928745443053568,https://twitter.com/iFarhan555/status/1620928745443053568,@maliha_me @iamsrk Omggggggggg 🥹🥹🥹🥹🥹🥹,iFarhan555,0,0,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 23:34:17+00:00,1620928556590157826,https://twitter.com/michaelw6396/status/1620928556590157826,@realConD_oriano @srk_kakar @LOGAN_BURNS_ @CoyJandreau chadwick boseman was born and raised in a country in Africa? that’s clearly what i said. boseman is an african AMERICAN born in south carolina while his character is born in the continent of africa. and i never said it wasn’t important. what about the two i mentioned?,michaelw6396,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 23:32:26+00:00,1620928087507738625,https://twitter.com/Truebookodds/status/1620928087507738625,@zoo_bear @khanumarfa @_sayema @iamsrk @RanaAyyub,Truebookodds,0,1,qam,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 23:32:10+00:00,1620928021833318400,https://twitter.com/LatefaEzzat/status/1620928021833318400,@iamsrk @deepikapadukone @TheJohnAbraham @yrf CONGRATULATIONS SRK 💚🤍💛,LatefaEzzat,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 23:31:56+00:00,1620927964455264262,https://twitter.com/Melanch89806859/status/1620927964455264262,"@MHeerins @Ahmed555Srkian Dil se, kank, veer zaara  mohabbatein, chaltein chaltein...list is endless at least 12 movies which we know off with srk...God knows in reality how many more 💔💔💔The way srk wanted her in kank my god 💔 dil se too he was so excited 💔 she wanted to retire ar 24 after marriage💔",Melanch89806859,1,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2
2023-02-01 23:29:08+00:00,1620927257790537728,https://twitter.com/ResuMaharashtr/status/1620927257790537728,@IndianBoxfice SRK 👑,ResuMaharashtr,0,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 23:28:49+00:00,1620927178505601025,https://twitter.com/digiorgio_99/status/1620927178505601025,"Este sábado vamos a ganarle a unos del norte en filtros, despues vamos a dejar atrás a srk team a fabiuki team y a Jesús lc team y en la final le vamos a ganar a lee33",digiorgio_99,1,1,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3
2023-02-01 23:28:31+00:00,1620927103926665217,https://twitter.com/kikuchannel4689/status/1620927103926665217,@SRK_1147 おはようございます。,kikuchannel4689,1,0,ja,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-01 23:27:54+00:00,1620926948653535234,https://twitter.com/mikan_koyo/status/1620926948653535234,@hir0_srk おはよう🥰,mikan_koyo,0,0,ja,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
2023-02-01 23:25:51+00:00,1620926430367596545,https://twitter.com/Melanch89806859/status/1620926430367596545,Pray with all my heart this fear of us never turns out to be true💔🙏🤞 In 2015 @iamsrk said in 22 yrs only 7 movies with @itsKajolD is too less should hv been at least 20 now it is 30 yrs still 7movies 💔 They are magic together 🥺💔 #WeWantSRKajolBack 🙏 https://t.co/DQpMPHXamP,Melanch89806859,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3
2023-02-01 23:25:11+00:00,1620926265351110659,https://twitter.com/its_Srk/status/1620926265351110659,"@GarbageAward @HudHuddDabangg Lol go and check tubelight , ae dil hai mukshil and brahmastra Srk’s cameo reaction by audience, but we never claimed it as Srk’s movie

Salman’s contribution in #pathaan is same as antim and god father( cameo duration more than pathaan )",its_Srk,1,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
2023-02-01 23:24:19+00:00,1620926048174247936,https://twitter.com/monkeyshowcrazy/status/1620926048174247936,"My Favourite actors:

• Mollywood: Mohan lal,Mamooty,Nivin pauly,Dulquer, Fahad Fazil
• Bollywood: SRK, Ranveer, Hrithik
• Tollywood: Allu Arjun, Vijay Devarakonda,Nani
• Kollywood: Chiyaan Vikram(most fav), Kamal Haasan, Dhanush, STR
• Sandalwood: Yash

Quote Yours!",monkeyshowcrazy,0,0,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2
2023-02-01 23:24:02+00:00,1620925976359374848,https://twitter.com/jmh13j/status/1620925976359374848,@mi_srk_ @iiMunifa 😭😭😭,jmh13j,1,0,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 23:24:02+00:00,1620925973742096384,https://twitter.com/Ir7lbUWJsaEnc02/status/1620925973742096384,@srk_yuuka46 おはゆっかー！,Ir7lbUWJsaEnc02,1,0,ja,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 23:23:24+00:00,1620925816145342465,https://twitter.com/asksjdgdie/status/1620925816145342465,no bc same srk was evil for killing him like that 😡,asksjdgdie,1,1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
2023-02-01 23:23:00+00:00,1620925716287160321,https://twitter.com/bunny_discover/status/1620925716287160321,"@iamsrk 
Sir Laila Song near To complete 1 Billion Views. So Kaisa lag Raha He. ? 👍",bunny_discover,0,0,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 23:22:49+00:00,1620925667335618563,https://twitter.com/DESTINYLANDRY20/status/1620925667335618563,"@IndiasBigstPoll ""SRK""💜💜💜❤️‍🔥🎉🎊❤️‍🔥😘..",DESTINYLANDRY20,0,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 23:22:31+00:00,1620925592484089857,https://twitter.com/tawakalraza803/status/1620925592484089857,@iamsrk @deepikapadukone @TheJohnAbraham @yrf Sir Big fan love from Pakistan 🇵🇰🇵🇰❤️❤️,tawakalraza803,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 23:22:20+00:00,1620925547026206720,https://twitter.com/sskrishna_2/status/1620925547026206720,"@Harmindarboxoff Pathaan was combo effect..
SRK+YRF+Siddharth,,+Deepika+John.
Don't expect same for next films.",sskrishna_2,1,2,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",6
2023-02-01 23:21:22+00:00,1620925302515048449,https://twitter.com/RK1L8WDSgh2er7Y/status/1620925302515048449,@srk_yuuka46 ごきげんよう〜,RK1L8WDSgh2er7Y,1,0,ja,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 23:19:59+00:00,1620924955889393665,https://twitter.com/t_t74527550/status/1620924955889393665,@srk_yuuka46 おはゆっかー！,t_t74527550,1,0,ja,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 23:19:17+00:00,1620924778130591744,https://twitter.com/sonushooter/status/1620924778130591744,"#AskSRK  @iamsrk 
Bhai jaan kaise ho aapki film title song mere dost has edited, would you like to say something for them?😍🤗  #Pathaan #jhoomejo  my brother Adele song edit 🔥🔥🔥 🙌 💯",sonushooter,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 23:17:41+00:00,1620924376358203392,https://twitter.com/roekawaa/status/1620924376358203392,"@moviemenfes Kalo filmnya lumayan bagus-bagus, apalagi film yg dibintangi srk. Selain yg dibintangi srk juga ada beberapa fav aku,kyk taare zaamen par. Kalo series ak cmn sk mahabharata doang.",roekawaa,0,0,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 23:16:18+00:00,1620924030881787904,https://twitter.com/mhaidermaroofi/status/1620924030881787904,"@iamsrkfan_brk Bhai 1 star ka fan hone ka matlab dusre konhate karna ya nicha dikhana nahi hota... Just saying... 
Like .. Main srk k fan hoon lekin mujhe salman, hrithik, rajkumar rao bhi pasand hain",mhaidermaroofi,0,0,hi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-01 23:15:52+00:00,1620923918893879298,https://twitter.com/SHAIKHUSSAINPA4/status/1620923918893879298,@IndiasBigstPoll SRK,SHAIKHUSSAINPA4,0,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 23:15:38+00:00,1620923860987035648,https://twitter.com/GarbageAward/status/1620923860987035648,"@its_Srk @HudHuddDabangg accept that sallu has made a contribution as tiger, even neutrals are saying so, hundreds of clips shared where audience saying they loved salman, agree or die, simple. srk got box office not bcos of him alone.",GarbageAward,1,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 23:15:07+00:00,1620923731349770241,https://twitter.com/Sanghchint/status/1620923731349770241,"@SandeepParekh Sorry sir,  but was barely amusing !!
SRK does 1 bad movie &amp; calling him KRK. Something like that...
Poker face!!",Sanghchint,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 23:13:33+00:00,1620923338280554498,https://twitter.com/kp_rii124/status/1620923338280554498,@mkp_srk_kji 前髪分けてるー！好き💙💙,kp_rii124,1,0,ja,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
2023-02-01 23:12:55+00:00,1620923175562539008,https://twitter.com/kuuumei/status/1620923175562539008,"@mkp_srk_kji そうそう！徳を積むときっと良い方向に向かうと信じてる！
優しくすると自分にかえってくる！",kuuumei,1,0,ja,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2
2023-02-01 23:12:52+00:00,1620923165005484033,https://twitter.com/SinsterStrange/status/1620923165005484033,@iujjawaltrivedi @iamsrk यह उन लोगो के उपर करारा तमाचा है जो दिन भर हिंदू मुसलमान करके अपना धंधा चलाते है। शाहरुख खान ने जो कहा वो बिलकुल सच कहा। हमारे देश में अमर अकबर एंथनी वाला माहौल होना चाहिए। परमपूज्य श्री श्री नरेंद्र दामोदर दास जी के परमभक्तो यहां गोबर मत फैलाने आ जाना।,SinsterStrange,0,0,hi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 23:09:45+00:00,1620922378933895172,https://twitter.com/venuja28/status/1620922378933895172,@actorvijay @iamsrk Hi thalapathy,venuja28,0,0,hi,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 23:09:37+00:00,1620922345740435458,https://twitter.com/EjazAhmad1001/status/1620922345740435458,@omn1trix @MontyPanesar @iamsrk Nett collection was 380 something,EjazAhmad1001,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 23:07:48+00:00,1620921889916096513,https://twitter.com/LisaKKMithoon/status/1620921889916096513,@srk_supremacy 💔💔,LisaKKMithoon,0,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-01 23:07:43+00:00,1620921867862147075,https://twitter.com/wazirkhalid7/status/1620921867862147075,"@KomallSarwar @iamsrk It’s debatable 
Bat sy bat niklegi to dor talak jayegi..😅
Bollywood comedy movies are good but action, khair everyone have thr own choices..
Btw Amir khan is exceptional case..",wazirkhalid7,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-01 23:07:22+00:00,1620921779299696640,https://twitter.com/iamMZS_/status/1620921779299696640,@Megastar_SRK_ catchy lines did the trick,iamMZS_,1,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 23:07:08+00:00,1620921721762242560,https://twitter.com/JunydOfficial/status/1620921721762242560,"@Harmindarboxoff Srk 
Sk
Rajni sir",JunydOfficial,0,0,sl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-01 23:05:40+00:00,1620921353682681859,https://twitter.com/julienmorgan/status/1620921353682681859,"Je peux voir et revoir et revoir ce film, je ne m'en lasse JAMAIS ❤️ (Un petit préambule nostalgique avant de revoir SRK &amp; Deepika Padukone ensemble dans Pathaan !) https://t.co/iMvGchxBhu",julienmorgan,1,1,fr,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",3
2023-02-01 23:04:44+00:00,1620921118852001793,https://twitter.com/MundaLahori420/status/1620921118852001793,"#CharsiPanda doing the SRK machine gun scene of #Pathaan 

#CharsiPaanda #Day9 #Pathaan #PratikFam #MundaFam https://t.co/pR8Yx4Ezw6",MundaLahori420,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",9
2023-02-01 23:04:37+00:00,1620921087721877504,https://twitter.com/Sakil_kh_07/status/1620921087721877504,😎😎 @iamsrk,Sakil_kh_07,0,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 23:03:38+00:00,1620920842166075392,https://twitter.com/FatinShadab/status/1620920842166075392,@teamsrkfc @iamsrk 4 months only till #Jawan In Shaa Allah 😍,FatinShadab,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
2023-02-01 23:00:48+00:00,1620920129608646656,https://twitter.com/zunahrea/status/1620920129608646656,@iamsrk @yrf https://t.co/TAzUws03LB,zunahrea,0,0,qme,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-01 23:00:41+00:00,1620920099279618053,https://twitter.com/FarahSrk11192/status/1620920099279618053,@iamhindsrk @iamsrk @SRKCHENNAIFC So so happy for you really congrats ♥♥♥♥,FarahSrk11192,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2
